erosion,cache_hit,hazard,price_multiplier,scenario,irr_annual,payback_month,end_equity_usd,end_equity_going_concern_usd,end_equity_after_tail_usd,peak_capital_usd,end_nodes
0.000664283069920213,0.6768968890396875,0.026569114093521952,0.6004932250047632,中性,,,95596.04436438007,80196.2893954325,95596.04436438007,132514.6870444808,1
0.19580080260288324,0.7299425986425531,0.01578317550366124,0.9122324550106338,乐观,0.8486391575707506,17.0,177331.05970181964,64130.940085482245,-1198846.4701090106,530058.7481779231,4
0.10413941736610002,0.7273977058322552,0.011062071325708318,0.791945360220426,中性,,,135521.67426934428,120121.91930039671,135521.67426934428,132514.6870444808,1
0.09130115018536822,0.729376578093168,0.028259615439728762,0.6194277159387832,中性,,,-28296.187044772385,-43695.94201371996,-28296.187044772385,132514.6870444808,1
0.28462321663871115,0.6861089627737937,0.006184350500137046,0.6552821486554122,乐观,,,-35616.12863152757,-51015.88360047515,-35616.12863152757,132514.6870444808,1
0.0037039127284493657,0.6951972739547244,0.005782087822541113,0.6442517870248813,中性,,,140058.63423125132,124658.87926230374,140058.63423125132,132514.6870444808,1
0.09665556349563431,0.7866108921033624,0.019754884569153152,0.9397741332359116,悲观,,,-344442.6450066161,-359842.39997556363,-344442.6450066161,132514.6870444808,1
0.34134778373694674,0.7985885807424737,0.00906858715262394,0.9091749552541136,乐观,,,72126.84241500992,56727.087446062345,72126.84241500992,132514.6870444808,1
0.10170539350166292,0.8705104834166434,0.016361435757466444,0.8413697817333285,乐观,0.8791821469698535,19.0,246958.11181132356,547233.2500508563,-1168193.3524143908,530058.7481779231,4
0.14461443145567973,0.8451582429968271,0.01295997794571149,0.9196854088965964,中性,,,134890.00186949078,119490.2469005432,134890.00186949078,132514.6870444808,1
0.08654227809016057,0.7493662625094167,0.012940890859089043,0.6312433572321455,悲观,,,-458425.94719355536,-473825.7021625029,-458425.94719355536,132514.6870444808,1
0.13859146216287238,0.6545681954761968,0.009137193939544375,0.8900733283403475,中性,,,72837.73330374852,174183.48075493114,-561083.0646229115,265029.3740889616,2
0.2954321545829531,0.7261167610711949,0.027250486427942387,0.837532219211379,悲观,,,-497517.6996195218,-512917.45458846935,-497517.6996195218,132514.6870444808,1
0.057487464582213654,0.8163429024631284,0.009323598411051952,0.8029170806328173,乐观,1.0684034258351565,18.0,334766.28690831794,924556.9420186481,-1014318.4275314979,530058.7481779231,4
0.0016030418933357994,0.6539791524554137,0.029827114548262663,0.8338555336536662,悲观,,,-291206.19903153146,-306605.954000479,-291206.19903153146,132514.6870444808,1
0.35892087990163746,0.8612912720306461,0.01840501032778438,0.8487168119443026,中性,,,-244932.3361391477,-260332.09110809528,-244932.3361391477,132514.6870444808,1
0.02020787854880206,0.7926962261338075,0.012368879830069075,0.8654484186641407,乐观,1.7064989125336205,15.0,657667.6262796329,1654401.708771578,-581676.8967139759,530058.7481779231,4
0.007264217565745624,0.7929713059245747,0.010782013492171305,0.9495553991615205,中性,0.09964242480536312,27.0,174068.76297076308,734609.4198230524,-346263.5747672289,265029.3740889616,2
0.24430805329416733,0.7828498016215067,0.014904162501481223,0.8710483054399176,中性,,,-40675.25005854351,-56075.00502749109,-40675.25005854351,132514.6870444808,1
0.22677511812775475,0.832021336924341,0.02958542689982344,0.767708955160322,中性,,,-114583.68980866068,-129983.44477760825,-114583.68980866068,132514.6870444808,1
0.004987951176485295,0.8410468535144908,0.018005751676149845,0.7631845721442261,悲观,,,-367661.42682559433,-383061.1817945419,-367661.42682559433,132514.6870444808,1
0.3558625686701589,0.7448017376097336,0.02206453995523051,0.6597496625472603,乐观,,,-146595.50503588817,-161995.26000483576,-146595.50503588817,132514.6870444808,1
0.07137670472873237,0.6978900782958777,0.026474571513942842,0.9650330976567725,悲观,,,-294674.57023149956,-310074.3252004471,-294674.57023149956,132514.6870444808,1
0.18792035526993117,0.8260387770950792,0.02695914334527004,0.7516210780149221,中性,,,-70611.41548824811,-86011.17045719568,-70611.41548824811,132514.6870444808,1
